Date;Time;Time Zone;Name;Transaction ID;Reference Txn ID;Type;Status;Currency;Gross;Fee;Net;Invoice ID
09/06/2026;16:18:53;GMT;Jürgen Müller;LTGTUC24FQL36DS2W;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502579
09/06/2026;16:23:00;GMT;Céline Marchand;B4YBV7WU3QGMA7Z0K;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503484
09/06/2026;16:36:35;GMT;María Álvarez;LS135CBR0QAV9QCTB;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503200
09/06/2026;16:42:21;GMT;Nuño Ibáñez;3X8MSWT2603H71LD8;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503617
09/06/2026;17:22:37;GMT;María Álvarez;1S2CQFFVMQN9E4X1H;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502471
09/06/2026;17:51:47;GMT;Nuño Ibáñez;4981MZ5N4T2MM11SD;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502570
09/06/2026;18:23:23;GMT;Renée Böhm;B4JLTR96HUMEA3489;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503746
09/06/2026;18:24:29;GMT;Émilie Laurent;2FASGFNLBCXWNQXB3;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503164
09/06/2026;18:28:38;GMT;José García;Z0YBAFZ7YJJQGQYRC;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502505
09/06/2026;18:54:48;GMT;José García;UT4ZT7UNT25K8EU9A;;Website Payment;Completed;GBP;4,49;-0,43;4,06;ORD-502295
09/06/2026;19:13:32;GMT;Agnès Rousseau;6CWAL7AM2ZCJMHWDY;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502430
09/06/2026;19:19:14;GMT;Émilie Laurent;LWYW4F5FRFVR6EAB8;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502255
10/06/2026;07:57:47;GMT;Nuño Ibáñez;X453L45THT4EG9MQC;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503414
10/06/2026;08:17:22;GMT;Jürgen Müller;2YDC5FW3WM9M3E3JG;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502943
10/06/2026;08:27:25;GMT;Émilie Laurent;VHETJK3AW0JMYYMJP;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-502785
10/06/2026;08:27:26;GMT;Nuño Ibáñez;NDVXWGLTMSS6LZEYU;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503763
10/06/2026;08:43:43;GMT;Nuño Ibáñez;SN0LZRA7PC6KDVVPW;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503629
10/06/2026;09:11:51;GMT;Jürgen Müller;GYN5BY5MSS6NZ188R;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503244
10/06/2026;09:12:12;GMT;Søren Kjær;E6CUY7FRAFL373GQX;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-503390
10/06/2026;09:25:58;GMT;María Álvarez;XQ32411R8DW650YAH;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502122
10/06/2026;09:30:11;GMT;Nuño Ibáñez;RAKQ9P39DHFYNESU0;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502754
10/06/2026;09:41:23;GMT;Agnès Rousseau;7BWNVCQ18G7Q53TJN;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502698
10/06/2026;09:42:56;GMT;Nuño Ibáñez;CKZ7PZL593XUZRSQP;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503024
10/06/2026;09:48:29;GMT;François Dubois;FFH1ZFW5NLW2AZWUL;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503037
10/06/2026;10:06:17;GMT;Émilie Laurent;2QSCK4QTHQUZQ74W5;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502809
10/06/2026;10:11:54;GMT;José García;RSLTZWK89CSQEPJR6;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503299
10/06/2026;10:14:00;GMT;Céline Marchand;YLU6F175STS5M7GG2;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-507806
10/06/2026;10:19:33;GMT;Agnès Rousseau;QGFV4U573KWTV9YEX;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502273
10/06/2026;10:37:02;GMT;Nuño Ibáñez;2GH9ELKM2SPB7WEJJ;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502167
10/06/2026;10:44:48;GMT;Émilie Laurent;G9A1MWQS1212MA8PC;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502421
10/06/2026;10:49:25;GMT;José García;E3S2XCKTL5VPHRD4Q;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503875
10/06/2026;11:06:54;GMT;Renée Böhm;KJU9RD7F22RVBVR1U;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502564
10/06/2026;11:11:48;GMT;Céline Marchand;V9H6YQZB0MYTY2650;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502380
10/06/2026;11:23:32;GMT;François Dubois;B6HT672BD0LKUKEKU;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502742
10/06/2026;11:33:52;GMT;Nuño Ibáñez;X4SW68ZVRC9A0MPAD;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503862
10/06/2026;11:45:15;GMT;José García;G25LBTE7SGQRSVJY1;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502517
10/06/2026;12:23:18;GMT;Søren Kjær;2CU3E9G5SLSUC90V1;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502489
10/06/2026;12:27:23;GMT;François Dubois;ZDFF37MFW48YXW6SB;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502177
10/06/2026;12:27:51;GMT;Émilie Laurent;WLXCW5ASHPA7VGTRE;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502327
10/06/2026;12:45:44;GMT;Agnès Rousseau;2AZ6YQLHC4KQAUMQD;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503482
10/06/2026;12:52:18;GMT;Céline Marchand;MZ6SQQLPLDPXZT9KL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503410
10/06/2026;12:58:06;GMT;François Dubois;DWQZ7RZDSURHX1K8U;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503747
10/06/2026;13:03:44;GMT;María Álvarez;1R9BX9U1LZM50VV42;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503588
10/06/2026;13:16:06;GMT;Céline Marchand;HYKDS9XXYWBEQ6CQQ;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503449
10/06/2026;13:26:44;GMT;Émilie Laurent;PVQ9VGZ4AP70MN640;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503211
10/06/2026;13:28:28;GMT;Renée Böhm;EK41E8C0H4AACDK8Q;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502525
10/06/2026;13:33:08;GMT;Agnès Rousseau;G0JANNPPK09FAWB6V;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503399
10/06/2026;14:01:24;GMT;María Álvarez;USHEGSCV0D8TKBY0X;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502737
10/06/2026;14:20:33;GMT;Nuño Ibáñez;UUXG6Z1HMSD76GKV5;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503341
10/06/2026;14:26:34;GMT;Émilie Laurent;BMYEQHCBTRV39EL68;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503070
10/06/2026;14:33:41;GMT;Jürgen Müller;HSFVDB7LP10ET7ZPD;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503860
10/06/2026;14:39:22;GMT;Nuño Ibáñez;2YNU58M837FK767GF;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503664
10/06/2026;14:40:07;GMT;Émilie Laurent;YHDLU0HHSYZF2AHG8;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502445
10/06/2026;14:49:05;GMT;Céline Marchand;G8YVMG1RBMAY7UW8B;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502890
10/06/2026;14:59:53;GMT;Émilie Laurent;B06E1YAJM30N7J19R;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502662
10/06/2026;15:12:01;GMT;José García;6GQQT9ZM0F71FLWQ2;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502138
10/06/2026;15:44:33;GMT;Émilie Laurent;GU65PMHYFRZN69LSD;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502217
10/06/2026;15:51:05;GMT;François Dubois;L9KY0Z9X286K2NBQP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502528
10/06/2026;15:52:12;GMT;Céline Marchand;52Y6Y1FSPL0CTGG4Y;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503466
10/06/2026;16:13:40;GMT;María Álvarez;E0PDS8QK4R2EGL6ET;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502834
10/06/2026;16:25:59;GMT;Søren Kjær;L3ENP1CHC31DT0HZ4;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503377
10/06/2026;16:50:51;GMT;Renée Böhm;EQ48EKKS1GTQTF2BM;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503102
10/06/2026;17:06:33;GMT;José García;6YMTTTDSG97XZQC66;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503267
10/06/2026;17:20:11;GMT;Émilie Laurent;TW0HTFY9P20DABESV;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503119
10/06/2026;17:32:28;GMT;Nuño Ibáñez;HM43KYB9LFS5W69HB;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503564
10/06/2026;17:34:41;GMT;Jürgen Müller;PR3MGRPA8VB9HPRD1;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503560
10/06/2026;17:37:34;GMT;Renée Böhm;C6K2XHJTEVV1N2GGE;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502351
10/06/2026;17:46:55;GMT;Nuño Ibáñez;A7JXRHY7DZ102EB58;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503760
10/06/2026;17:56:03;GMT;María Álvarez;USMQRE102KPPU2UW2;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502665
10/06/2026;17:59:24;GMT;María Álvarez;KGKVAS2U7VGASQK8U;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502962
10/06/2026;18:04:31;GMT;Céline Marchand;LG4CAE5MDWU10DVSC;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503096
10/06/2026;18:27:54;GMT;Jürgen Müller;RPCEBW875RR6E2C7S;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503895
10/06/2026;18:29:19;GMT;Émilie Laurent;W0ECGEHRY5VTG5QV6;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502433
10/06/2026;18:50:03;GMT;Émilie Laurent;FMU836LXYYEPC75SN;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503239
10/06/2026;19:11:54;GMT;Agnès Rousseau;EAVMU0XKJMA5CHKFX;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503680
10/06/2026;19:15:35;GMT;Céline Marchand;KTB1REV3JBXGP04WG;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503738
11/06/2026;07:34:00;GMT;Agnès Rousseau;56LDX3FH6S9QLWTXP;;Website Payment;Denied;EUR;24,99;0,00;0,00;ORD-503589
11/06/2026;08:31:17;GMT;Nuño Ibáñez;1NHSXXGLSVM0VJE8J;;Website Payment;Denied;GBP;8,99;0,00;0,00;ORD-502871
11/06/2026;09:18:18;GMT;Émilie Laurent;RS39XZHCJSUSJ8RWW;;Website Payment;Denied;EUR;24,99;0,00;0,00;ORD-503662
11/06/2026;09:20:35;GMT;José García;KQDMB5YE30GH1X2M4;;Website Payment;Completed;GBP;54,99;-1,89;53,10;ORD-503372
11/06/2026;09:33:07;GMT;Søren Kjær;HYHMMEX47TE764C3E;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503877
11/06/2026;09:33:27;GMT;Nuño Ibáñez;60J9LQNMY30LD3LHT;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502107
11/06/2026;09:47:07;GMT;Søren Kjær;KS60J401L6V172MF1;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503327
11/06/2026;09:51:02;GMT;María Álvarez;Y1BJYJ2MJELY5H55G;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502442
11/06/2026;10:01:31;GMT;Nuño Ibáñez;5QZC1RL2RZ72Y2RGF;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502879
11/06/2026;10:14:54;GMT;Nuño Ibáñez;VGNMXRTSKKQWFRBMS;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502437
11/06/2026;10:16:22;GMT;Søren Kjær;FGDGR7STHE25FR0WQ;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502237
11/06/2026;10:16:31;GMT;Jürgen Müller;WHN2GX6AGKN77QAQM;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502583
11/06/2026;10:16:56;GMT;Céline Marchand;H07UUJTERVBDNQBSZ;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503691
11/06/2026;10:28:33;GMT;François Dubois;Z0LX4RYJD5CPCAW3S;;Website Payment;Completed;GBP;54,99;-1,89;53,10;ORD-502423
11/06/2026;10:42:22;GMT;Émilie Laurent;RXP5CC9Z23BKM3FU7;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502383
11/06/2026;10:53:51;GMT;María Álvarez;U6WFUHGBMC7E1XNKG;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502449
11/06/2026;11:03:11;GMT;Émilie Laurent;EY6TJ7AQU4PQS7SCW;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502347
11/06/2026;11:43:28;GMT;José García;ET3DND0MWGGVA32B2;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502118
11/06/2026;11:44:35;GMT;María Álvarez;K4MR80ZABAE3LE4N9;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502718
11/06/2026;11:46:52;GMT;María Álvarez;6SY7KJKWNGA10ML8N;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503802
11/06/2026;12:18:00;GMT;José García;QELQ59LRDWUNR7DRM;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503659
11/06/2026;12:28:06;GMT;José García;JKAWXJ8STPU93NRT2;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502192
11/06/2026;12:29:56;GMT;María Álvarez;LGAAGD97YYTV315JX;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503090
11/06/2026;12:45:57;GMT;Nuño Ibáñez;YGA65MKVQQ950QY0J;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503075
11/06/2026;13:03:56;GMT;Renée Böhm;5EVT4PPQAFHXFYQJR;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502314
11/06/2026;13:12:51;GMT;José García;Y760P57D5V00RNYS2;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503554
11/06/2026;13:15:59;GMT;María Álvarez;AP82UGX881KYRH0Y7;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503156
11/06/2026;13:17:52;GMT;Céline Marchand;4FHUJRUMZE7S44P98;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502172
11/06/2026;13:29:36;GMT;François Dubois;LC2HDL0GQLGZP3YM9;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502692
11/06/2026;13:31:26;GMT;Nuño Ibáñez;E07C0KARL67KU6NSL;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502519
11/06/2026;13:52:50;GMT;Céline Marchand;AMSE7F2MFADWBYBKE;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502586
11/06/2026;13:59:15;GMT;Renée Böhm;LRHYXK4UCCV40CPB3;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502266
11/06/2026;14:03:51;GMT;Søren Kjær;HYXTC6YDKBFX9AUHT;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503176
11/06/2026;14:08:47;GMT;Renée Böhm;XMQDCKH1DQGUENJ6Y;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502933
11/06/2026;14:09:27;GMT;François Dubois;35HXCR2R7XCBF9X1P;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503130
11/06/2026;14:12:13;GMT;Nuño Ibáñez;FDD433FMKJ18UUQY8;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502650
11/06/2026;14:29:58;GMT;Céline Marchand;8JR0EQK0XBT73SWJ1;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502219
11/06/2026;14:35:50;GMT;Jürgen Müller;1XHZ4UQ0MP5W1U5ZE;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-502243
11/06/2026;14:47:08;GMT;María Álvarez;X11HGDJAYDRQ7F89V;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502677
11/06/2026;14:49:08;GMT;François Dubois;V5D049M7X2HHU1TWL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502154
11/06/2026;14:56:09;GMT;François Dubois;SL5JLK8WLC0V3CC9Z;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502953
11/06/2026;15:04:08;GMT;María Álvarez;34EY6HVPRYJH7NFYG;;Website Payment;Denied;EUR;24,99;0,00;0,00;ORD-503310
11/06/2026;15:08:40;GMT;Céline Marchand;T8HE4ZFB9BGWEJ5GJ;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503215
11/06/2026;15:09:14;GMT;Søren Kjær;C2SG37JUCB6F1H6HH;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503468
11/06/2026;15:23:09;GMT;Jürgen Müller;A4NKPV6MZ9DWXP6R8;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502125
11/06/2026;15:26:55;GMT;Nuño Ibáñez;R46VEDQ2DBD8R8EED;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502123
11/06/2026;15:56:04;GMT;José García;XGM1HD33ERH1YKA8E;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502808
11/06/2026;15:57:11;GMT;Renée Böhm;DLJ3MNW6ZMAXYBZWS;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502992
11/06/2026;16:49:18;GMT;María Álvarez;PZK40UKZEALDXA8R2;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502922
11/06/2026;17:03:58;GMT;François Dubois;FWCJB9TPG0105UBS9;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503520
11/06/2026;17:06:04;GMT;Renée Böhm;QZFF9UMPB6ZE7TY78;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-503578
11/06/2026;17:52:20;GMT;Céline Marchand;HVN22BLEN6K9KANB0;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502356
11/06/2026;18:07:55;GMT;Jürgen Müller;G5KZMM3ADFPYTJMQB;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502984
11/06/2026;18:16:37;GMT;Agnès Rousseau;YX06T8JVG6AQS73KK;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502929
11/06/2026;18:47:16;GMT;Émilie Laurent;SRTU5JSVZ0HCLQG6K;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503274
11/06/2026;19:00:59;GMT;Agnès Rousseau;4AJLTZUBGYYPEU4QD;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502228
11/06/2026;19:02:02;GMT;Søren Kjær;VHN0M3V01VCT6JCM3;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502159
11/06/2026;19:15:37;GMT;Émilie Laurent;M8L9TL8Z6W2UHQ4KW;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503400
11/06/2026;19:27:24;GMT;Søren Kjær;DM5C8H86PD43J4SS1;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503883
12/06/2026;07:41:12;GMT;María Álvarez;4A7UD5HCJ38QAJ94A;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502744
12/06/2026;07:56:44;GMT;Céline Marchand;M7P4GS95W2CYDHG20;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503011
12/06/2026;08:12:11;GMT;François Dubois;AL4TV02XQYJLTJX0T;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503198
12/06/2026;08:21:46;GMT;Céline Marchand;P8APYTWT95PBWJVRJ;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503565
12/06/2026;08:24:38;GMT;Renée Böhm;LPVNM3C7JE8T7HADJ;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502909
12/06/2026;08:47:14;GMT;Jürgen Müller;VDSHZY1DZ0EVBBAV2;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503373
12/06/2026;09:19:44;GMT;Céline Marchand;C94GLQ9ESVB0CWKF5;;Website Payment;Denied;GBP;8,99;0,00;0,00;ORD-503902
12/06/2026;09:53:28;GMT;Céline Marchand;DBFQTAHWTZ9T30WD7;;Website Payment;Denied;EUR;59,99;0,00;0,00;ORD-503227
12/06/2026;10:04:00;GMT;Émilie Laurent;32EAC1M9RP7YS0E1S;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502221
12/06/2026;10:22:53;GMT;José García;QR8NQVUD9L8T2AR29;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502406
12/06/2026;10:27:49;GMT;Søren Kjær;8VUB63LTLY957J7BG;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503700
12/06/2026;10:36:58;GMT;Jürgen Müller;BD59LWVF3TWQ1AFR4;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502376
12/06/2026;10:48:56;GMT;José García;JPYQ9JAFK63Y1YLDH;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502824
12/06/2026;10:59:25;GMT;Céline Marchand;0BQ5HGC6LBQZWUL8Z;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503131
12/06/2026;11:25:46;GMT;Céline Marchand;BZJVKWP5TQ0ZJPQ9A;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503357
12/06/2026;11:29:34;GMT;Renée Böhm;XSMAQYDD0FX42P4PX;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503574
12/06/2026;11:39:20;GMT;Søren Kjær;BTD5MVW7S9UXED1E8;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503016
12/06/2026;11:43:30;GMT;Søren Kjær;ZMNTMATP1GUNXW5ZA;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502989
12/06/2026;12:25:00;GMT;Céline Marchand;52FLACU126X30HPWW;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503533
12/06/2026;12:26:13;GMT;Émilie Laurent;CL6TF5W51GF7WEV9Y;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502533
12/06/2026;12:32:31;GMT;José García;HDZ1S5ZKBME0BDBMP;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503353
12/06/2026;12:43:46;GMT;José García;4TUWH9DZG8BRL19YS;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503866
12/06/2026;12:57:41;GMT;José García;SHZB13ZSPGD1KG4DM;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503055
12/06/2026;13:12:52;GMT;Nuño Ibáñez;3CDL0PZAR9VLKD623;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503646
12/06/2026;13:35:11;GMT;François Dubois;SVMF7MHZJMST2Y6XH;;Website Payment;Denied;GBP;21,99;0,00;0,00;ORD-502316
12/06/2026;13:39:18;GMT;Renée Böhm;X9VRHCC2VJEZ7FK69;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502691
12/06/2026;13:46:51;GMT;François Dubois;L3N5RVTF2K3B3SK5Y;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502618
12/06/2026;14:09:53;GMT;Jürgen Müller;C39WR3W504ZQAZ900;;Website Payment;Denied;EUR;24,99;0,00;0,00;ORD-503727
12/06/2026;14:20:15;GMT;José García;MR0Q3AYR5NA0M6J60;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502939
12/06/2026;14:31:30;GMT;Céline Marchand;EEK6CLXZ7JMVWH3ZF;;Website Payment;Denied;GBP;54,99;0,00;0,00;ORD-503264
12/06/2026;15:02:51;GMT;Jürgen Müller;65WX6VZ7P0ECPZWR9;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502536
12/06/2026;15:11:30;GMT;Jürgen Müller;3Y99RQH85LFY5HL8X;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-503585
12/06/2026;15:15:55;GMT;Renée Böhm;T50YJW8K8HRULTF85;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502438
12/06/2026;15:39:04;GMT;Renée Böhm;QNE422BVCG62KYPSF;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502231
12/06/2026;16:01:24;GMT;Søren Kjær;N8GC2MP48LB0BMSZW;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503213
12/06/2026;16:10:26;GMT;Jürgen Müller;GKS7D2768QEBMF8LV;;Website Payment;Denied;GBP;4,49;0,00;0,00;ORD-502576
12/06/2026;17:30:35;GMT;Søren Kjær;6TB417BWE4F9M8UML;;Website Payment;Completed;GBP;4,49;-0,43;4,06;ORD-502598
12/06/2026;17:39:33;GMT;Agnès Rousseau;QDWPXYJZCS6H7TLJC;;Website Payment;Denied;EUR;24,99;0,00;0,00;ORD-502373
12/06/2026;17:45:04;GMT;José García;4E8E7BLK6VR8R32YH;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503046
12/06/2026;18:06:57;GMT;Céline Marchand;DFEXMCPTVGJ1GA669;;Website Payment;Denied;EUR;59,99;0,00;0,00;ORD-502156
12/06/2026;18:11:55;GMT;María Álvarez;2CG6EF9WJZXQTVSXZ;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502325
12/06/2026;18:22:09;GMT;Renée Böhm;B0KTDY1809RNKY064;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502305
12/06/2026;18:24:51;GMT;María Álvarez;6SLX0YEE7LFPNS3Z9;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502776
12/06/2026;18:41:11;GMT;Agnès Rousseau;YDKJ9H027R6TS4Q07;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502841
12/06/2026;18:43:32;GMT;Jürgen Müller;9BDEH3K8R3PAUAQZ9;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502317
12/06/2026;18:49:09;GMT;María Álvarez;ZM6UXN9HL1ERH18ZC;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502502
